feature,mean_abs_shap
thal,0.09836692260863118
ca,0.09428868664190394
cp,0.09198255199640128
thalach,0.0531326126491938
oldpeak,0.050041219756701324
exang,0.03919442732511807
slope,0.03866406803572044
sex,0.03435231584373156
age,0.024316221658398005
chol,0.020333283105828125
trestbps,0.015553397386609356
restecg,0.011897559916687589
fbs,0.0026917508725979654
