feature,mean_abs_shap
thal,0.11465020713156658
ca,0.0781512042240871
cp,0.07493923806455413
oldpeak,0.05508301815215491
thalach,0.054898504450699034
slope,0.03696185973627407
exang,0.031817185262677516
sex,0.029000502165282816
restecg,0.025969431318603634
age,0.024514162319369745
trestbps,0.012390422507357002
chol,0.010399072660760258
fbs,0.004531881464317761
