feature,mean_abs_shap
thal,0.10391459836763955
cp,0.08509429612698993
ca,0.08061977486241606
oldpeak,0.053982080185497654
slope,0.04732411587153957
thalach,0.04704080104957018
exang,0.04243733337033926
sex,0.03067751221882333
age,0.024975818277589018
restecg,0.022859738002082325
chol,0.012483385514150574
trestbps,0.012208158882144758
fbs,0.005254260385702987
