feature,mean_abs_shap
ca,0.6995129888508368
thal,0.6477992138145344
thalach,0.4726176285953383
cp,0.3773475623146294
oldpeak,0.29715042455181095
restecg,0.26498623953630607
age,0.22190032790392564
trestbps,0.19295934797086067
slope,0.1380860662743815
sex,0.07344422276240317
exang,0.06690787612739871
fbs,0.032116160462028795
chol,0.007253445028745163
