feature,mean_abs_shap
ca,1.150407134206853
thal,0.6307518121592507
sex,0.6258283836723038
cp,0.40710779685781007
exang,0.3553079983906056
slope,0.34352901617474585
thalach,0.2982859795453975
trestbps,0.21912417700219355
restecg,0.20774330612125214
chol,0.1639337671556077
fbs,0.1496856041464755
oldpeak,0.14805622521182288
age,0.08102280733968448
