feature,mean_abs_shap
thal,0.11549347654874763
thalach,0.07975468637193256
cp,0.06460535046680997
ca,0.06224851952796586
oldpeak,0.05209011352277437
restecg,0.03332626259983547
age,0.03191701636590553
exang,0.023478155263471953
slope,0.021181129897111413
chol,0.015044942740576786
trestbps,0.01192911940478689
fbs,0.006703815569226587
sex,0.0062197497647733455
