feature,mean_abs_shap
ca,0.8190972595186977
thal,0.675547884100124
thalach,0.41297434547512385
cp,0.40889409978959096
oldpeak,0.29745403330812564
restecg,0.2745137177125276
age,0.20327754117320035
trestbps,0.19851678193610092
slope,0.18503769943580278
sex,0.15489112226314883
exang,0.0955300271249238
fbs,0.047628117868283366
chol,0.008420194770042617
