feature,mean_abs_shap
ca,0.6291814601223553
thal,0.6180168642376144
thalach,0.5086502893506316
cp,0.3546111205989999
oldpeak,0.28848577985457646
restecg,0.2517521003359803
age,0.22704074430021295
trestbps,0.1912723503637956
slope,0.11567394686462598
exang,0.0556322042083317
sex,0.04025457995147442
fbs,0.026248663748129196
chol,0.011834088010236703
