feature,mean_abs_shap
thal,0.09864415153938585
cp,0.08920255498646146
ca,0.08585384192694195
exang,0.05105859421306016
oldpeak,0.0507702242332585
slope,0.04712127093098566
thalach,0.03949939349780525
sex,0.030463732341604006
age,0.024091142061759992
restecg,0.018913207228038506
chol,0.011740452420563003
trestbps,0.011423786073905437
fbs,0.005179939839187774
