feature,mean_abs_shap
thal,0.11741444054051878
ca,0.06721553328099147
thalach,0.06639090240214693
cp,0.06112689362123148
oldpeak,0.05016003750471566
slope,0.027851513704592854
age,0.027495616331567923
restecg,0.026403516225291933
sex,0.02598560988185426
exang,0.025638127587135157
trestbps,0.013972748713764162
chol,0.009988501336072531
fbs,0.00972183249140697
