feature,mean_abs_shap
thal,0.5829165346279184
ca,0.5658376275709198
thalach,0.5415128499999244
cp,0.3318807019872732
oldpeak,0.27592254550259415
restecg,0.23560734916397627
age,0.2277614121138873
trestbps,0.1908397599928526
slope,0.09811376917758816
exang,0.04769853283608381
fbs,0.02221919983304567
sex,0.01792704025672664
chol,0.013497087322830979
