feature,mean_abs_shap
ca,0.7773162534592755
thal,0.6691324860397923
thalach,0.43349191651442387
cp,0.39900662575857776
oldpeak,0.29960259203298395
restecg,0.2731478866831405
age,0.21112433736592948
trestbps,0.19619949091940314
slope,0.1672237270269366
sex,0.12245032720726456
exang,0.08384256653696713
fbs,0.041187708864451715
chol,0.0016918777537778976
