feature,mean_abs_shap
thal,0.09675410376751166
cp,0.08826516579240147
ca,0.08468802938474343
oldpeak,0.056998916055588635
exang,0.0463253745642074
slope,0.04631416979218589
thalach,0.03977455305525211
sex,0.03255745171972293
age,0.0247874055538422
restecg,0.0168912105548859
trestbps,0.013142646335134818
chol,0.01113299326668674
fbs,0.007717502731934544
