feature,mean_abs_shap
ca,1.089310932114211
thal,0.6414773831005456
sex,0.4924626202666556
cp,0.4334174434250221
slope,0.33452425605684316
thalach,0.301451211500707
exang,0.24498623955624807
restecg,0.23150134503750405
trestbps,0.22078162860177597
oldpeak,0.2068685885453243
fbs,0.13290051167859004
age,0.1203523820976788
chol,0.09976193856361479
