feature,mean_abs_shap
thal,0.10563019256677704
thalach,0.08573612514661039
ca,0.061107932699494306
cp,0.054581462623902476
oldpeak,0.047831410184529605
age,0.03294744440605324
restecg,0.03099471746094583
exang,0.02764970696818373
slope,0.01892801192070323
chol,0.012115218842136911
sex,0.011611785980898907
trestbps,0.010027323451773752
fbs,0.008092685420457631
