feature,mean_abs_shap
ca,0.9551754855961634
thal,0.6728798072108152
cp,0.43139319187134156
thalach,0.3509050422446794
sex,0.29413215088222205
oldpeak,0.2691898581740571
restecg,0.2637287908516257
slope,0.2548300536733644
trestbps,0.2083827630233319
age,0.16872526747143957
exang,0.150769702861852
fbs,0.08002212285092107
chol,0.04205953028956905
