feature,mean_abs_shap
ca,1.1224659912648927
thal,0.6319872904742252
sex,0.5547101803161688
cp,0.42742917714310125
slope,0.3506155225943788
thalach,0.2940393409245909
exang,0.28288423149078273
trestbps,0.22273094258914422
restecg,0.22042978837980437
oldpeak,0.18274961031216858
fbs,0.1474057124709022
chol,0.12260975583255358
age,0.10453194260832667
