feature,mean_abs_shap
thal,0.10338188158160243
cp,0.0869346612859738
ca,0.07502569616086904
oldpeak,0.06380912345636815
thalach,0.043624196139213665
exang,0.0403857271761731
slope,0.037472125209131804
sex,0.03124785476346559
age,0.027294469618453585
restecg,0.027012956616607523
chol,0.012301787318088807
trestbps,0.010447860708056249
fbs,0.0040856647511282726
